Category,Description
neutral,Rihko said the sale will enable the company to concentrate on its grain-based business .
neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .
neutral,RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .
neutral,RSA 's shares closed at 156.9 p at the time of going to press .
neutral,Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .
neutral,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .
neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .
positive,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .
neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ."
neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia ."
neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
neutral,The agreement includes application maintenance and support services .
neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company ."
neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery ."
neutral,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 ."
neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage ."
neutral,The building will house product development and test laboratories .
neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees ."
neutral,The changes in readership were not significant .
neutral,The closing of such transaction took place today .
neutral,"The closing of the transaction is scheduled to take place on January 10 , 2008 ."
neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % ."
neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .
negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .
neutral,The company did not distribute a dividend in 2005 .
neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .
neutral,The company has an annual turnover of EUR32 .8 m.
neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group ."
positive,The company will use the assets for strengthening its balance sheet and financial position .
neutral,The contract value amounts to EUR 2.4 million .
neutral,The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .
neutral,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ."
neutral,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .
neutral,The EA Reng group posted sales of approximately 84 million kroons for 2007 .
neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices ."
neutral,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 ."
neutral,The EUR17m contract includes both design and construction works .
neutral,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul ."
neutral,The expanded plant is scheduled to be operational by the middle of October 2009 .
neutral,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc ."
positive,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .
neutral,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .
neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years ."
neutral,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications ."
neutral,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .
neutral,The orders also include a few high-power drives for the control of seismic compressors .
neutral,The Oulu plant employs approximately 120 people .
neutral,"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore ."
neutral,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson ."
neutral,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .
neutral,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said ."
neutral,"The remaining amount will be funded through debt , the Danish bank said ."
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
neutral,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas ."
neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations ."
neutral,The solution will be installed in the USA to support the North American operations of the customer .
negative,"The staff reduction will start immediately , Glaston added ."
neutral,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium ."
neutral,"The Tekla Structures product box , if needed , is now made from recycled material ."
neutral,The total capacity of the factory will be approximately 100 engines a year .
neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .
neutral,"The total floor area of the plant expansion is 29,000 square metres ."
neutral,The total investment in 2006 and 2007 is expected to amount to about EUR75m .
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m ."
neutral,The total value of the contract is some EUR 8 million .
neutral,"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln ."
neutral,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .
neutral,The value of the contract is EUR 25mn .
neutral,The value of the multi-year agreement is over EUR 2mn a year .
neutral,"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 ."
neutral,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems ."
neutral,These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .
neutral,These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .
neutral,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' ."
neutral,"Tyrv+Æinen is of the opinion that the airline has been repeating this for some time already , however ."
neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said ."
neutral,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .
neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy ."
neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn ."
neutral,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .
negative,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .
negative,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 ."
neutral,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now ."
negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .
negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year ."
negative,- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million .
negative,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million ."
negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ."
negative,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 ."
negative,Earnings per share were at loss of EUR0 .24 .
neutral,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .
negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .
neutral,He said : `` It is for sale again and we will be actively marketing it .
negative,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 ."
negative,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 ."
negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 ."
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago ."
positive,Raisio 's malting capacity was in full use in 2008 .
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 ."
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .
negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .
negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .
negative,Scanfil has also issued a profit warning .
negative,Scanfil issued a profit warning on 10 April 2006 .
negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 ."
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said ."
negative,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said ."
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .
positive,The talks are aimed at restructuring operations and cutting costs .
neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force ."
positive,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea ."
positive,"By cutting the number of plants , the group will trim fixed costs ."
neutral,Results are expected late in 2006 .
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News ."
neutral,All reproduction for further distribution is prohibited .
neutral,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .
neutral,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT ."
neutral,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .
negative,Possible personnel reductions concern approximately 104 people .
neutral,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil ."
negative,The company initially estimated that it would cut up to 30 jobs .
neutral,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts ."
negative,The number of bodily injury cases quadrupled in 2000-2006 .
neutral,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft ."
neutral,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled ."
neutral,"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''"
neutral,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme ."
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .
neutral,Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .
neutral,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .
neutral,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers ."
negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent ."
neutral,"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it ."
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '"
neutral,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up ."
neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .
neutral,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .
negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said ."
neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 ."
neutral,Global life science industry is strictly regulated by international and national authorities .
negative,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .
neutral,His resignation will take effect immediately .
neutral,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 ."
negative,"In Sweden , there is an oversupply of pharmacies ."
negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries ."
negative,It is a disappointment to see the plan folded .
negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another ."
neutral,Managing Director Timo Kohtam+Æki of Lemmink+Æinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .
negative,"More than 14,000 customers were left powerless ."
neutral,Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .
neutral,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .
negative,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .
neutral,SWOT analysis is just one method of categorization and has its own weaknesses .
neutral,The appointments will be in force until the new CEO has been appointed .
neutral,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux ."
neutral,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara ."
neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly ."
neutral,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters ."
neutral,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) ."
negative,The measures result from weak demand in the shipbuilding industry .
neutral,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day ."
neutral,The resignation will be in effect immediately .
neutral,The share subscription period will expire on 30 September 2007 .
neutral,The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .
neutral,This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .
neutral,"When cruising , the revs fall as less engine output is required ."
negative,Viking Line has canceled some services .
positive,"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said ."
neutral,"`` Soon after , the collisions started . ''"
neutral,`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .
negative,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith ."
neutral,A 2001 agreement expired earlier this month .
neutral,"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares ."
negative,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone ."
neutral,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares ."
neutral,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % ."
neutral,And Ogden reportedly will shell out $ 4.2 million .
neutral,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .
neutral,"He found him again , however , after the driver was involved in a two-car accident ."
negative,"However , the suspect stole his burgundy Nissan Altima ."
neutral,It 's very difficult to become a Google Analytics channel partner .
negative,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur ."
neutral,Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .
neutral,The beers differ slightly from mainstream beers .
neutral,"The company operates a U.S. division in Lisle , Ill. ."
neutral,The company says it is difficult to estimate the market situation for the whole year 2009 .
neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly ."
negative,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .
neutral,The statutory negotiations at headquarters are part of this decrease .
neutral,"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said ."
neutral,The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .
negative,The total number of filling stations has been on the decrease recently .
neutral,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy ."
negative,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday ."
negative,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 ."
negative,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition ."
negative,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 ."
negative,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf"
negative,The air traffic of Finland has been in stoppage since then .
negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .
negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ."
negative,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points ."
negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia ."
negative,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day ."
negative,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .
negative,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands ."
negative,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn ."
negative,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 ."
negative,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .
negative,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .
negative,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
negative,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue ."
negative,The maritime administration said the ships had ignored warnings about the icy conditions .
negative,"Therefore , the company 's 2005 result will remain weaker than that of 2004 ."
negative,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said ."
negative,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added ."
negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said ."
negative,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
negative,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .
negative,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today ."
positive,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless ."
positive,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 ."
positive,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group ."
neutral,The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .
neutral,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes ."
neutral,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .
neutral,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says ."
neutral,"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products ."
positive,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies ."
neutral,The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .
positive,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote ."
positive,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
positive,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank ."
positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''"
positive,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music ."
neutral,"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe ."
neutral,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision ."
neutral,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .
neutral,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness ."
negative,The first ship has been delayed and is estimated to be completed in spring 2010 .
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
neutral,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels ."
negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .
neutral,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility ."
neutral,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ."
neutral,"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices ."
neutral,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news"
neutral,He wore a black beanie-type cap and a black jacket .
negative,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .
neutral,The products have a low salt and fat content .
negative,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .
negative,Ruukki Group calculates that it has lost EUR 4mn in the failed project .
negative,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall ."
negative,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added ."
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .
negative,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ."
negative,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 ."
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 ."
negative,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 ."
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 ."
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 ."
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 ."
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 ."
neutral,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .
neutral,Sales fell abroad but increased in Finland .
neutral,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % ."
neutral,Liora 's got a brand-new bag .
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 ."
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 ."
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said ."
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said ."
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said ."
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .
negative,The measures result from decreased demand in technical design and product information .
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday ."
negative,The repurchases shall decrease the distributable capital and reserves .
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .
negative,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 ."
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .
negative,Operating profit for 2009 lower than outlook published earlier .
negative,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 ."
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 ."
