Category,description
neutral,honkarakenne customer in this project is one of the biggest real estate company in kazakhstan according to the company .
positive,in 2006 the company intends to invest significantly in expanding it distribution and maintenance network .
neutral,in 2007 etteplan reported a turnover of eur125 .2 m .
neutral,in addition to verification of an identity and digital signature new state-approved mobile id enables to cast vote in election a well .
neutral,in april 2010 olvi range of cider will expand with a strawberry-rhubarb and an apple-pear cider in green bottle with a new shape .
positive,in banking sampo a wa unchanged at 14.24 eur and nordea rose 0.42 pct to 9.51 eur .
positive,in the autumn it plan to expand service to st. petersburg and moscow and launch service to yekaterinburg russia flying there three time a week .
neutral,in the czech republic the smaller profiling unit at ostrava will be closed and the machinery will be gradually relocated to ruukki bigger plant in hungary poland and romania by the end of the first quarter of 2009 .
neutral,in the third quarter of 2007 net sale totaled eur 25.95 mn and operating profit eur 3.88 mn .
neutral,it is the first application in the market for invoice and purchase requisition approval with a mobile device .
neutral,it posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .
neutral,ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .
neutral,j+ærvi-suomen portti is also planning to reduce the use of sodium nitrite .
neutral,kauko-telko centralized administration will be dissolved and appropriate part of it will be transferred to operating activity and group administration by the end of the year .
neutral,kemira r & d organization comprises approximately 750 people the company said .
neutral,latin america currently account for approximately 40 of sale at tecnotree company president and ceo eero mertano recently told bnamericas .
positive,lemcon ha also signed a pre-contract for the purchase of the park entire 130-hectare site .
neutral,marathon estimate the value of it remaining stake in protalix at $ 27 million .
neutral,motorola accounted for 11.5 percent of the south korean handset market a of the end of april samsung held 55 percent and lg electronics 19 percent according to korea-based atlas research group .
neutral,mr. doring ha been with eaton since 1989 and acted a the business unit manager for eaton power control business unit since january 2007 .
neutral,m-real corporation stock exchange announcement 29 september 2006 at 4.15 p.m. kyro corporation and m-real corporation a metsaliitto group subsidiary have agreed on an arrangement which give m-real option to purchase the kyroskoski natural gas powerplant from kyro .
neutral,niam offer financial investor a high return via investment in fund that in turn invest in all type of property .
neutral,nordea bank ab publ hold 6.000 alma medium share representing 0.008 of share capital and voting right .
neutral,nordea pankki suomi oyj ownership in stonesoft corporation ha decreased below 1-20 .
neutral,n-viro operates processing facility independently a well a in partnership with municipality .
neutral,on preliminary estimate the hotel will operate under the brand novotel .
neutral,our key geographical market are europe russian federation middle-east south-africa and japan .
neutral,our tool are specifically designed with the need of both the business user and ict expert in mind .
neutral,"outotec delivery cover the engineering supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 ton of alumina per day ."
neutral,panostaja owns a 68.77 pct of share capital and the voting right of suomen helasto share following an exchange of share which wa carried out on may 30 2007 .
neutral,"paper company m-real calculated that if 100,000 biscuit carton are made using a 25gsm lighter board the co2 saved over the course of 12 month would be equal to that generated by driving 1,000 km by car ."
neutral,part of the reduction will be made through retirement arrangement .
neutral,profit after tax totaled eur 12.1 mn .
neutral,renesas mobile europe ltd ha approximately 470 employee in oulu .
neutral,rihko said the sale will enable the company to concentrate on it grain-based business .
neutral,rihko started to manage raisio benecol business in summer 2006 after heading tobacco company altadis european operation .
neutral,rim ha revamped the blackberry o ui with the 6.0 version of the mobile operating system .
neutral,rsa share closed at 156.9 p at the time of going to press .
neutral,rubin say he expects capman to announce 1-2 additional transaction in 2009 .
neutral,stora is due to release it fourth-quarter and 2009 full-year earnings on feb. 4 .
neutral,storengy is the gdf suez company that is dedicated to the underground storage of natural gas .
positive,strand associate is expanding it madison corporate headquarters with space to add about 100 employee to the engineering firm .
neutral,technopolis st. petersburg telecommunication university and the russian support fund for legislative initiative signed a protocol of intent in may of this year to set up a technopark in st. petersburg on the base of the st. petersburg telecommunication university .
neutral,technopolis ha finnish operation in oulu vantaa espoo lappeenranta jyvaskyla and tampere and is also preparing to expand it operation to russia .
neutral,that address also happens to house italian megamart eataly meaning that come on kid we 're going to the toy building !
neutral,the agreement includes application maintenance and support service .
neutral,the america represents 25 of gemalto billing and latin america is one of the fastest growing region for the company .
neutral,the area will also include some central building and honkarakenne ha started negotiation on their delivery .
neutral,the bank also expects additional cost related to the dash 8 - q400 jet which the group shelved in october 2007 .
neutral,the board established a remuneration committee with following member : - sari baldauf chairman - tapio hintikka - heikki westerlund in addition the board decided to appoint a nomination committee at a later stage .
neutral,the building will house product development and test laboratory .
neutral,the business transfer will take effect from 1 january 2007 and in connection with this 47 employee will transfer from elisa to daxtum a continuing employee .
neutral,the change in readership were not significant .
neutral,the closing of such transaction took place today .
neutral,the closing of the transaction is scheduled to take place on january 10 2008 .
neutral,the company which ha eur2 .8 bn in asset count among it five largest shareholder finnish insurer ilmarinen 4.34 and varma 0.70 a well a the finnish state pension fund ver 0.61 .
neutral,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system .
negative,the company decided at the end of 2008 to temporarily shut down it ammonia plant in billingham and extend the maintenance period at it ince facility .
neutral,the company did not distribute a dividend in 2005 .
neutral,the company had net sale of eur 19.8 mn and a pre-tax profit of eur 1.8 mn in 2005 .
neutral,the company ha an annual turnover of eur32 .8 m .
neutral,the company said that 80 of the share of the holding company will be sold to meadville holding limited a hong kong listed parent company of the meadville group .
positive,the company will use the asset for strengthening it balance sheet and financial position .
neutral,the contract value amount to eur 2.4 million .
neutral,the deal is in line with etteplan strategy to operate a a partner of global customer and provide industrial technology design service .
neutral,the decision will have to be made whether the group agrees to the import of estonian meat and meat product to finland the paper added .
neutral,the divested activity had net sale of eur 145.1 million in 2009 and an operating profit of eur 8.9 million .
neutral,the ea reng group posted sale of approximately 84 million kroon for 2007 .
neutral,the equipment ixonos acquires with this deal includes mechanical engineering hardware ; an rf and antenna measurement laboratory ; facility for the measurement of audio camera and display ; a well a device and robot unit for the testing of mobile device .
neutral,the equipment will be made at vaahto plant in hollola in finland and delivery is scheduled for the first quarter of 2009 .
neutral,the eur17m contract includes both design and construction work .
neutral,the executive said that country such a brazil chile argentina and mexico will lead the adoption in the business ethernet service segment while brazil and mexico will be the early adopter of carrier ethernet for mobile backhaul .
neutral,the expanded plant is scheduled to be operational by the middle of october 2009 .
neutral,the government started the sell-off last month putting an 8 percent stake in teliasonera on the auction bloc .
positive,the newly created position ha been established to strengthen amer sport management in strategic planning and execution .
neutral,the non-recurring cost caused to talentum premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company financial result for the second quarter of 2007 .
neutral,the operation to be sold include manufacturing unit in finland france poland and turkey a well a sale unit in germany and lithuania .
neutral,the order also cover design service hardware software licence a well a maintenance service over six year .
neutral,the order consists of outsourced application management support and planning for tecnotree and third-party application .
neutral,the order includes 48 ship crane that will be delivered for 12 container feeder to be built at wenchong shipyard in china .
neutral,the order also include a few high-power drive for the control of seismic compressor .
neutral,the oulu plant employ approximately 120 people .
neutral,the plant is scheduled for completion in late february 2007 with hand over of some area in january two other supplier of nokia - aspocomp group oyj and perlos - have announced their plan to establish plant within the nokia complex together they will invest r 365 crore .
neutral,"the portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 let to around 140 tenant of which two of the largest are the swedish government and ericsson ."
neutral,the proposal of the shareholder to elect mr. hannu krogerus to the board is based on his long and unrivalled experience and knowledge of all matter related to elcoteq .
neutral,the remainder of it revenue will come from technology agreement with other firm interdigital said .
neutral,the remaining amount will be funded through debt the danish bank said .
neutral,the retail chain launched in 2007 doe not correspond to profit and sale forecast of the company .
neutral,the russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of it stock capital which amount to 86.936 million litas .
neutral,the segment through which the company operates are frozen food business seafood vegetable oil business grain trading and other business operation .
neutral,the solution will be installed in the usa to support the north american operation of the customer .
negative,the staff reduction will start immediately glaston added .
neutral,the tank will be delivered to a company which is currently building a chemical tank farm in antwerp northern belgium .
neutral,the tekla structure product box if needed is now made from recycled material .
neutral,the total capacity of the factory will be approximately 100 engine a year .
neutral,the total emission reduction from 1999 to 2017 will be thus 41 .
neutral,"the total floor area of the plant expansion is 29,000 square metre ."
neutral,the total investment in 2006 and 2007 is expected to amount to about eur75m .
neutral,the total investment in the company will be eur58m of which wartsila share will be eur29m .
neutral,the total value of the contract is some eur 8 million .
neutral,the total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln of which the service will be over 2.0 mln euro $ 2.9 mln and third-party licence more than 1.0 mln euro $ 1.5 mln .
neutral,the transaction is planned to be financed with a eur40m market-based loan granted by standard chartered bank hong kong .
neutral,the value of the contract is eur 25mn .
neutral,the value of the multi-year agreement is over eur 2mn a year .
neutral,the venture which will be 51 owned by kemira and 49 by ivrcl will operate an inorganic coagulant manufacturing facility to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off operation in the second half of 2011 .
neutral,the work will include the laying of natural stone pavement and the installation of underground heating and surface water drainage system .
neutral,these share transaction are part of the company strategy of relinquishing asset that are not part of it core business .
neutral,these six agreement are the company first customer acquisition in india since taking over tv electronics contract manufacturing facility in jun 2007 .
neutral,"tvo two-unit 1,740 mw olkiluoto plant generated 14.2 twh with an operating ratio across both reactor of 93.5 which the company described a high by international standard ."
neutral,tyrv+æinen is of the opinion that the airline ha been repeating this for some time already however .
neutral,upm is the biggest producer of magazine paper in europe with a market share of over 30 pct and it is likely to say that price in the segment were at best flat during the quarter analyst said .
neutral,upon completion of the deal panostaja will establish a new business area within the group to focus on heat treatment of metal .
neutral,we bring a new committed leadership and business and strategic know-how to the company that we buy .
neutral,"veidekke headquartered in oslo norway is a scandinavian construction and property development group with some 6,350 employee in norway sweden and denmark with an annual turnover of nok16 .4 bn ."
neutral,vianor sell tire for car and truck a well a a range of other car part and provides maintenance service .
negative,the personnel reduction will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .
negative,"in the third quarter of fiscal 2008 efore swung to a net loss of eur 400,000 versus a net profit of eur 200,000 for the corresponding period of fiscal 2007 ."
neutral,meanwhile minority shareholder expecting teliasonera to retain the bid sell share now .
negative,operating loss totaled eur 25mn compared to a profit of eur 63mn in the corresponding period in 2005 .
negative,ssh communication security corp stock exchange release october 14 2008 at 2:45 pm the company update it full year outlook and estimate it result to remain at loss for the full year .
negative,- the group - s result before tax wa eur -1.9 ( -3.0 ) million .
negative,- the group sale during the period were eur 37.5 million ( eur 48.2 million 1-9/2008 ) and result before tax wa a loss of eur -3.5 ( +1.2 ) million .
negative,a total of 16.5 mn passenger ship journey took place in the northern baltic sea in 2007 slightly down from 16.5 mn in 2006 .
negative,in finland the city of forssa ha said it will not pay compensation to food industry company hk ruokatalo and atrium for the lye leak into tap water that occurred in march 2008 .
negative,earnings per share were at loss of eur0 .24 .
neutral,finnish automation solution developer cencorp corporation ( omx helsinki : cnc1v ) reported on thursday ( 6 november ) an operating loss of eur1 .3 m on net sale of eur11 .9 m for the period january to september 2008 .
negative,finnish technology company raute corporation ( omx helsinki : rutav ) issued on tuesday ( 23 september ) a profit warning for the financial year 2008 .
neutral,he said : it is for sale again and we will be actively marketing it .
negative,in the reporting period eps stood at eur0 .07 versus eur0 .11 .
negative,last year 8.3 million passenger flew the airline down 4 percent from 2007 .
negative,operating loss amounted to eur 0.9 mn in the first half of 2006 compared to a profit of eur 0.5 mn in the first half of 2005 .
negative,operating loss totaled eur 0.3 mn compared to a profit of eur 2.2 mn in the corresponding period in 2007 .
negative,operating profit before non-recurring item wa eur 8.3 mn in the first nine month of 2008 compared to eur 8.4 in the corresponding period in 2007 .
negative,publishing sweden operating loss wa eur 1.1 mn in q1 of 2009 compared to a profit of eur 0.6 mn a year ago .
positive,raisio malting capacity wa in full use in 2008 .
negative,the company reported today an operating loss of eur0 .1 m on net sale of eur4 .5 m for the first quarter 2008 .
negative,the fair value change of investment property wa eur 15.8 mn compared to eur 22.9 mn in the third quarter of 2009 .
neutral,the impact of cableway to teleste net sale in 2009 is estimated to be eur 4 million .
negative,finnish laboratory liquid handling and diagnostic test system developer biohit oyj omx helsinki : biobv issued on tuesday 3 june a profit warning for the financial year 2008 .
negative,finnish retail software developer aldata solution oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .
negative,scanfil ha also issued a profit warning .
negative,scanfil issued a profit warning on 10 april 2006 .
negative,the poorest index figure wa given to finnish power company fortum 4.5 .
negative,the tightened competition situation in the production automation market ha affected net sale during 2006 cencorp said .
negative,tietoenator wa down 1.13 pct to 18.38 extending recent low after last week second-quarter report dealer said .
positive,operating profit excluding restructuring cost grew to eur 44.5 million from eur 31.7 million while operating profit including restructuring cost showed even larger growth to eur 38.5 million from eur 7.4 million .
positive,the talk are aimed at restructuring operation and cutting cost .
neutral,in february 2011 new wording of identity document act that make mobile id a state-approved electronic document a of february 1st 2011 entered into force .
positive,following the transaction lundbeck ha worldwide right for nalmefene excluding north america mexico turkey and south-korea .
positive,by cutting the number of plant the group will trim fixed cost .
neutral,result are expected late in 2006 .
neutral,the copying republication or redistribution of afx news content including by framing or similar mean is expressly prohibited without the prior written consent of afx news .
neutral,all reproduction for further distribution is prohibited .
neutral,during the negotiation a reduction of 21 person ha taken place through natural redundancy or termination of fixed-term contract .
neutral,initial estimated total value of the contract wa 250 000 euro excluding vat .
neutral,nokia and capcom announced that resident evil degeneration will be released on n-gage later this year .
negative,possible personnel reduction concern approximately 104 people .
neutral,the challenge for the company however is finding new source of raw material said risto rinne ceo of neste oil .
negative,the company initially estimated that it would cut up to 30 job .
neutral,the company will try to adapt the operation through temporary lay-offs of different duration working hour arrangement training and development effort .
negative,the number of bodily injury case quadrupled in 2000-2006 .
neutral,"the size of the extension 18.5 of which already ha been let will have a gross area of about 2,830 sq m 30,460 sq ft ."
neutral,my wife is looking forward to getting a paycheck again he quipped recently a a six-knot current swirled around his anchored and heavily sponsored jet sled .
neutral,tweeple should check who following them and be cautious when clicking on url and tinyurls .
neutral,"a total of 1,800,000 stock option were issued in the 2003 stock option scheme ."
negative,finnish airline finnair is starting the temporary layoff of cabin crew in february 2010 .
neutral,finnish energy company fortum ha set itself new stricter target limit for short-term carbon dioxide emission from it heat and electricity production .
neutral,finnish honkarakenne that specialises in the building of log house is planning to use pine from russian karelia .
neutral,finnish konecranes is again trying to acquire italian fantuzzi a manufacturer of gantry crane and reach stacker .
negative,according to laavainen raisio food marketing used to be reactive and inconsistent .
neutral,according to tiimari consumer are advised to cut away the rabbit bow tie that contains the formadehyde and dispose of it .
negative,antti orkola president of kemira growhow industrial solution unit told thomson financial news the company ha put off opening the mine a price of phosphate have been quite depressed for a long time .
neutral,aug. 17 2010 ( curbed delivered by newstex ) and now the latest from racked covering shopping and retail from the sidewalk up .
neutral,bertrand sciard ha been the vice chairman of the board of director of aldata solution since april 2007 .
neutral,bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse .
negative,cut equivalent to the cost of about 35-45 employee are the target the company said .
neutral,finland-based international machinery rental company ramirent plc ( omx helsinki : rmr1v ) said on friday ( 9 may ) that it president and ceo kari kallio ha informed the board of his intention to retire in year 2009 .
neutral,global life science industry is strictly regulated by international and national authority .
negative,he said he ha been losing five family a month to the economy a many make alternative arrangement to save money .
neutral,his resignation will take effect immediately .
neutral,in december amer announced the dismissal of ceo roger talermo who had headed the company since 2006 .
negative,in sweden there is an oversupply of pharmacy .
negative,initially the company said a maximum of 15 people would be made redundant in the parent company and about 15 in it subsidiary .
negative,it is a disappointment to see the plan folded .
negative,jul . 18 police are looking for a man who they say terrorized three male at gunpoint on east maple avenue this afternoon shooting one of them and kidnapping another .
neutral,managing director timo kohtam+æki of lemmink+æinen infra nevertheless point out the continued need for infrastructure construction in the baltic market .
negative,"more than 14,000 customer were left powerless ."
neutral,nokia is requesting that the company stop making and selling the mobile phone and pay monetary damage and cost .
neutral,panostaja oyj board also decided at it organisational meeting held upon completion of the agm to implement the agm decision concerning board member fee paid a share in such a way that share are transferred on a quarterly basis on the date following publication of the quarterly-annual report .
negative,scanfil will execute the temporary lay-offs by mid-october 2009 and the job cut by march 2010 .
neutral,swot analysis is just one method of categorization and ha it own weakness .
neutral,the appointment will be in force until the new ceo ha been appointed .
neutral,the business had gross written premium of eur152 .4 m ( 91.5 m ) in 2000 a net combined ratio of 133 and 175 staff in total with office in the uk germany and benelux .
neutral,the company ha a continuous need for alloy such a nickel ferro-chrome molybdenum and manganese in it production said talvivaara .
neutral,the contract also includes cutting and edging wagon part at ruukki steel service centre in seinajoki and raahe both in southwestern finland from where they will be delivered to vr for welding and assembly .
neutral,"the e7 smartphone will be available for rs35 ,000 per handset across india nokia india vice-president & managing director d shivakumar told reporter ."
neutral,"the gross area of the innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) ."
negative,the measure result from weak demand in the shipbuilding industry .
neutral,"the redesigned crushing circuit ha been in operation since the start of september and it overall production rate on a weekly basis is in excess of an average of 40,000 tonne a day ."
neutral,the resignation will be in effect immediately .
neutral,the share subscription period will expire on 30 september 2007 .
neutral,the subscription period of amer sport 2002 warrant scheme will end on 31 december 2007 .
neutral,this is due to the postponement of the decision-making of project in the negotiation phase from the earlier estimation .
neutral,when cruising the rev fall a le engine output is required .
negative,viking line ha canceled some service .
positive,neste oil ha responded to the challenge posed by the european union target of biofuels accounting for 5.8 of traffic fuel usage in the eu by 2010 by developing it nexbtl technology for producing diesel fuel from renewables the federation said .
neutral,soon after the collision started .
neutral,the rest of this week taping of jimmy kimmel live have been canceled until he is back on his foot .
negative,there the issue of thief stealing them from building site said mr smith .
neutral,a 2001 agreement expired earlier this month .
neutral,a few month ago teva vice chairman phillip frost and marathon venture capital fund tase : mara sold protalix share .
negative,"after chuck smith wa laid off on may 30 from his $ 90,000 housing consultant job he and his wife had to cut spending in half for their family of six having to rely on his wife income about the same a his alone ."
neutral,"after the split the company would have 26,885,540 series a share and 9,540,000 series k share ."
neutral,after the transaction herttaassa holding in alma medium ha fallen below the flagging limit of 5 .
neutral,and ogden reportedly will shell out $ 4.2 million .
neutral,filmiteollisuus fine ab will be transferred to talentum oyj in the form of a subsidiary .
neutral,he found him again however after the driver wa involved in a two-car accident .
negative,however the suspect stole his burgundy nissan altima .
neutral,it very difficult to become a google analytics channel partner .
negative,paper company were in negative territory with stora enso r shedding 1.62 pct to 12.73 eur upm-kymmene down 0.80 pct at 18.64 eur and m-real b 0.18 pct lower at 5.57 eur .
neutral,rautaruukki aim to find work from the group other location for those who have been made redundant .
neutral,the beer differ slightly from mainstream beer .
neutral,the company operates a u.s. division in lisle ill. .
neutral,the company say it is difficult to estimate the market situation for the whole year 2009 .
neutral,the contract also includes cutting and edging wagon part at ruukki steel service centre in seinajoki and raahe from where they will be delivered to vr for welding and assembly .
negative,the number of salaried employee and group administration employee to be dismissed from the sievi unit is 17 .
neutral,the statutory negotiation at headquarters are part of this decrease .
neutral,the talk concerned about 160 people in finland and the initial estimate wa for about 35 redundancy fiskars said .
neutral,the term and condition of the year 2003 stock option scheme were published in a stock exchange release on 31 march 2003 .
negative,the total number of filling station ha been on the decrease recently .
neutral,this action follows personnel negotiation concerning elcoteq se finnish branch elcoteq finland oy and elcoteq design center oy .
negative,we have also cut our price projection for paper and packaging an analyst with goldman sachs said on a note on monday .
negative,20 october 2010 - finnish environmental management company lassila & tikanoja oyj hel : lat1v or l & t said monday it expects it operating profit excluding non-recurring item for the whole 2010 to be slightly lower than in 2009 .
negative,according to finnish petrol station chain st1 managing director kim wiio the company wa forced to make purchase with rising price in the first half of 2008 and now consumer price are going down almost daily due to competition .
negative,food sale totalled eur 323.5 mn in october 2009 representing a decrease of 5.5 from october 2008 .
negative,adp news - may 29 2009 - bank of america bofa downgraded today it rating on swedish-finnish paper maker stora enso oyj hel : sterv and on finnish sector player upm-kymmene oyj hel : upm1v to underperf
negative,the air traffic of finland ha been in stoppage since then .
negative,the hack had been extra nefarious because the tweet activated without being clicked on - it wa enough for web surfer to move their mouse cursor over them .
negative,"all the ferry had run into trouble just outside the stockholm archipelago made up of more than 20,000 island ."
negative,a capacity wa cut with 1.4 the passenger load factor wa down 7.8 percentage point .
negative,at present the trade mark pit-produkt is little-known outside the north-west of russia .
negative,during the strike finnair estimate to incur a net loss of between eur2m and eur2 .5 m per day .
negative,last year third quarter result had been burdened by cost stemming from restructuring in the u .
negative,many of the commercial vessel had got stuck in the narrow bay of bothnia where the ice is thicker and around the aaland island .
negative,operating profit excluding non-recurring item totalled eur 1.0 mn down from eur 1.6 mn .
negative,operating profit excluding non-recurring item totalled eur 2.2 mn down from eur 2.7 mn in the corresponding period in 2008 .
negative,operating profit excluding non-recurring item wa eur 7.8 million compared to eur 11.2 million .
negative,stora chief executive jouko karvinen ha described the russian tariff hike a a threat to the future of the forest product industry in finland .
negative,swedbank share have been hardest hit of the swedish bank by the ongoing international financial crisis .
negative,the currency effect had a 3.0 pct or 20 mln euro ( $ 31.3 mln ) negative impact on the revenue .
negative,the maritime administration said the ship had ignored warning about the icy condition .
negative,therefore the company 2005 result will remain weaker than that of 2004 .
negative,the implementation of these program ha had and will have negative impact on 2006 and 2007 earnings mr meiklejohn said .
negative,we can say that the number of deal ha become normalized by the moment and therefore we have decided to devalue our apartment now on sale he added .
negative,we cut our frequency to new york last year which explains the fall he said .
negative,we see that the market continues to be tight in magazine paper and our target is to close the deal by the end of the year .
negative,return on capital employed roce wa a negative 2.3 compared to 11.3 in 2007 .
negative,the period sale dropped to eur30 .6 m from eur38 .3 m according to the interim report released today .
positive,the restructuring creates a more efficient organization with increased operational focus and stable profitability and lead to more efficient production said bo annvik head of specialty stainless .
positive,the nokian tyre prof it high safety excellently in the important driving quality stability with mark 1.4 handling 1.5 and braking on wet road with 1.9 .
positive,the respondent praised finnair reliability finnishness and understanding of it target group .
neutral,the recruit who have completed the k-retailer trainee program are qualified to start a career a independent retailer in k-stores .
neutral,win 98 acceptance 23 december 2009 - finnish industrial machinery company metso oyj ( hel : meo1v ) said today it will complete it takeover offer for textile company tamfelt oyj abp ( hel : tafks ) after acquiring 98 of it share and vote .
neutral,all amer sport company develop and manufacture technically advanced product that improve the performance of active sport participant .
neutral,in addition we will launch a versatile online service to complete the traditional printed newspaper mr. valkama say .
neutral,stora enso said delight wa suitable for a wide range of application including food cosmetic home decoration and leisure product .
positive,tim cockroft brings with him an excellent track record having more than 18 year experience ; moreover tim ha successfully developed the capital market operation at kaupthing singer & friedlander involving corporate finance and broking with a focus on mid-market company .
neutral,the board further said the company omitted to tender for a substantial part of the work and a such they had rightfully been found non-responsive by the evaluation team .
positive,while concern remain longer term size and scale may enable nokia to hold on to it newfound margin improvement in the near term the analyst wrote .
positive,earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
positive,dirk jones head of financial institution client sale management gts citigroup inc said citi is extremely pleased to be providing global custody service to pohjola group bank .
positive,rory fitzgerald general manager operation bristol port said : with the use of low maintenance technology we can save up to 30 per cent on servicing plus the load sensing hydraulics can save u an extra 15 to 30 per cent on fuel consumption .
positive,dubai nokia ha announced the launch of come with music it ground-breaking service which introduces a new way for people to enjoy music .
neutral,"we offer challenging and interesting employment for over 20,000 people in 20 country throughout europe ."
neutral,we offer our client integrated management consulting total solution for complex project and efficient best-in-class design and supervision .
neutral,our research show that access to information technology ha been one of the limiting factor for most small business especially when they work in a heterogenous network based environment .
neutral,amer which bought salomon from adidas in october said the job cut are aimed at boosting competitiveness .
negative,the first ship ha been delayed and is estimated to be completed in spring 2010 .
negative,tallink silja attribute the significant drop to problem with the booking system that wa taken into operation in october the sale of trailer ferry sky wind and the route between stockholm and riga which ha won passenger from the helsinki-stockholm route .
neutral,he answer question on how many visitor conversation get how big the team is and what the problem are when setting up social medium channel .
negative,store 16 march 2010 - finnish stationery and gift retailer tiimari hel : tii1v said yesterday that it will cut a total of 28 job in it unit tiimari retail ltd and gallerix finland ltd a a result of the closure of shop .
neutral,"a local waste management company turun seudun j+ætehuolto ha planned to set up a 150,000 tonne waste-burning facility ."
neutral,pge belchatow run the 4.44 gw belchatow coal-fired power plant and fortum ha intention to start a cc demonstration project jointly with teollisuuden voima oyj ( tvo ) - another finnish utility - at the their jointly owned 565mw meri-pori coal-fired facility .
neutral,the chain ha been trying to cut it own cost pressuring vendor such a fitness equipment manufacturer precor to slash price .
neutral,for 24-hour news try icis news www.icis.com click trial then icis news
neutral,he wore a black beanie-type cap and a black jacket .
negative,the administrator have indicated a need for 900 job cut at the irish insurer over the next 15 month .
neutral,the product have a low salt and fat content .
negative,the announcement come two week before a key licensing agreement expires between between the two company which are embroiled in a disagreement over royalty payment for texas instrument chip which use qualcomm-patented technology .
negative,ruukki group calculates that it ha lost eur 4mn in the failed project .
negative,samsung currently occupies third place and lost ground during the quarter dropping by 1.8 to an 11.1 share overall .
negative,small firm are suffering at the moment because they are likely to have money trouble he added .
neutral,one of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .
negative,operating profit for the 12-month period decreased from eur28 .2 m while net turnover increased from eur313 .42 m a compared to the financial year 2004 .
negative,operating profit for the three-month period decreased from eur1 .65 m while net sale increased from eur14 .6 m a compared to the corresponding period in 2005 .
negative,in the first half of 2008 the bank operating profit fell to eur 11.8 mn from eur 18.9 mn while net interest income increased to eur 20.9 mn from eur 18.8 mn in the first half of 2007 .
negative,operating profit for the 12-month period decreased from eur17 .9 m while net sale increased from eur58 .3 m a compared to 2007 .
negative,comparable operating profit for the quarter decreased from eur510m while sale increased from eur860m a compared to the third quarter 2007 .
negative,operating loss totalled eur 0.3 mn down from a profit of eur 5.1 mn in the first half of 2009 .
negative,pretax loss totaled eur 1.2 mn down from a profit of eur 2.1 mn in 2004 .
negative,the group operating loss wa eur 0.8 mn down from a profit of eur 2.5 mn in 2004 .
neutral,below are unaudited consolidated result for aspocomp group under ifrs reporting standard .
neutral,sale fell abroad but increased in finland .
neutral,total two offer were received by contracting authority for participating in this contract ; however the contract wa allotted to affecto finland oy .
neutral,compared with the ftse 100 index which fell 35.2 point ( or 0.6 ) on the day this wa a relative price change of 0.6 .
neutral,liora got a brand-new bag .
negative,"finnish construction company yit is reducing the number of start-ups of market-financed residential unit in 2007 to about 2,300 from the previously announced 2,700 ."
negative,"at 10.33 am huhtamaki wa the market biggest faller 8.69 pct lower at 11.35 eur while the omx helsinki 25 wa 0.32 pct higher at 3,332.41 and the omx helsinki wa up 0.47 pct at 11,687.32 ."
negative,capacity will ease at it seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six week starting mid-may it said .
neutral,however two of the previously ordered set will start producing electricity at the end of october 2010 it said .
neutral,sale in local currency decreased by 0.5 percent while the number of subscriber rose by 12.7 million to a total of 147.6 million at the end of fourth quarter the company said .
negative,the company expects it net sale for the whole 2009 to remain below the 2008 level .
negative,the measure result from decreased demand in technical design and product information .
negative,"the omx nordic 40 omxn40 index comprising the 40 most traded nordic stock on the nasdaq omx exchange closed down 0.87 at 1,064.14 point on thursday ."
negative,the repurchase shall decrease the distributable capital and reserve .
negative,- net sale for the period are expected to fall well below that of last year and the result after non-recurring item is expected to be in the red .
negative,in finland the bank of +_land report it operating profit fell to eur 6.1 mn in the second quarter of 2008 from eur 7.5 mn in the second quarter of 2007 .
negative,earnings per share eps in 2005 decreased to eur0 .66 from eur1 .15 in 2004 .
negative,operating profit for 2009 lower than outlook published earlier .
negative,operating profit for continuing operation fell to eur 48.3 mn from eur 72.4 mn in the first half of 2007 .
negative,sampo bank market share of lending wa 13.6 down from 14.4 in the first quarter of 2008 .
negative,finnish bank of +_land report it operating profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .
negative,finnish electronics contract manufacturer scanfil report net sale of eur 241.2 mn in 2006 down from eur 321.6 mn in 2005 .
